path,mask_id,start_frame,end_frame,fps,video_inpainting_prompt,image_inpainting_prompt,type
000000001601_856386.mp4,1,300,567,30,"A pirate ship with three masts and red flags sails on tranquil turquoise waters, its dark hull and wooden deck contrasting with the serene sea. The coastline features rugged cliffs and a lighthouse, with a modern city and mountains in the distance under a partly cloudy sky. As the ship continues, it is seen with multiple decks and ornate railings, suggesting a leisurely voyage. The calm sea and clear skies enhance the peaceful atmosphere, with the distant mountains and cityscape adding to the scenic beauty.","A multi-deck ship with three masts, red and black accents, and people on board.",objects
000000000151_853800.mp4,15,150,349,25,"A young woman with a contented smile is seen in a warmly lit room, engaging with a clothing rack filled with colorful garments. She wears a blue sleeveless dress with a floral pattern and a cut-out at the back, suggesting a moment of personal style selection or reflection. The scene is set against a backdrop of an open wardrobe, indicating a personal closet or a retail space. As time passes, she continues to examine the clothing, her attention captured by a pink blouse among the assorted garments. The atmosphere is warm and inviting, highlighting a moment of personal style selection or reflection.",A blue lace dress with floral patterns.,human
000000000281_854009.mp4,2,50,299,25,"A man in a black cap and jacket is seen sitting at the stern of a wooden boat, navigating a narrow waterway surrounded by lush greenery and rocky outcrops. The calm waters reflect the sky and trees, creating a serene atmosphere. As he steers the boat, the scene is bathed in sunlight, suggesting a peaceful day. The man's relaxed posture and the gentle movement of the water convey a sense of tranquility and solitude. The journey continues through a sunlit waterway, with the clear blue sky and distant boats visible, indicating a popular boating area.","Person wearing a black cap and black hoodie, seen from behind, bending forward slightly.",human
000000000559_854430.mp4,1,250,407,25,"A great tit with black head, white cheeks, and yellow underparts is perched on a diagonal rope. Initially, it looks directly at the camera with a curious gaze. The background features a textured ceiling with a pattern of raised dots. As time passes, the bird's sharp gaze remains fixed on the camera, but the background changes to a white ceiling with a pattern of small bubbles. The bird's vibrant colors and the intricate details of its plumage are highlighted by the contrasting backdrop.","A bird with a dark, round head, white cheeks, and yellow underparts.",human
000000000574_854524.mp4,5,100,349,25,"Three horses, two black and one brown, are seen grazing in a field. The scene is set against a backdrop of rolling hills and a distant farmhouse, under an overcast sky that later clears up, revealing a serene rural landscape. The horses, with distinctive coats, are positioned in a staggered formation, adding depth to the tranquil scene. As time passes, the lighting suggests it might be early morning or late afternoon, enhancing the peacefulness of the countryside. The video captures the essence of rural life, with the horses moving slightly, indicating a gentle breeze, and the landscape bathed in a soft glow.",Black horse grazing on dry grass.,human
000000000574_854524.mp4,4,100,349,25,"Three horses, two black and one brown, are seen grazing in a field. The scene is set against a backdrop of rolling hills and a distant farmhouse, under an overcast sky that later clears up, revealing a serene rural landscape. The horses, with distinctive coats, are positioned in a staggered formation, adding depth to the tranquil scene. As time passes, the lighting suggests it might be early morning or late afternoon, enhancing the peacefulness of the countryside. The video captures the essence of rural life, with the horses moving slightly, indicating a gentle breeze, and the landscape bathed in a soft glow.",A dark brown horse grazing on grass.,human
000000000580_854530.mp4,2,600,758,25,"Two black swans with red beaks and white plumage are seen walking across a green field scattered with autumn leaves. Initially, one swan is facing the camera while the other is turned away, both appearing serene and at ease in their natural setting. As they continue, they are captured in profile, with one swan bowing its head towards the grass and the other standing erect, both displaying their glossy feathers and distinctive red beaks. The peaceful scene is enhanced by the soft lighting, suggesting it might be early morning or late afternoon.","A dark-feathered bird with white markings on its wings, standing on grass.",human
000000000698_854728.mp4,6,368,536,23,"Two monarch caterpillars with striking black, white, and yellow stripes are seen feeding on a leaf. Initially, one caterpillar is curled around the leaf's edge, while the other is positioned slightly behind, both displaying their vivid colors against the pale green leaf with visible veins and edges. As time passes, the scene remains tranquil, with the caterpillars continuing their feeding, their bodies aligned parallel to each other. The leaf shows signs of wear, with frayed edges and water droplets, indicating recent feeding. The background remains softly blurred, emphasizing the serene interaction between the caterpillars and their host plant.","A caterpillar with black, white, yellow, and red patterns.",human
000000000732_854770.mp4,1,311,524,25,"A monkey sits serenely on a patch of green grass, its light brown and white fur a natural palette against the earthy surroundings. The animal's hands are clasped together in a relaxed posture, and its gaze is directed off to the side, reflecting a moment of peaceful contemplation. As time passes, the scene remains largely unchanged, with the monkey maintaining its position and serene demeanor. The natural sunlight casts a long shadow to the monkey's right, accentuating the texture of its fur and the grass's green hue. The monkey's thoughtful expression and the tranquil setting evoke a sense of peaceful solitude.","A seated monkey with light brown fur and dark hands, resting on a patch of grass.",human
000000000816_854927.mp4,3,348,523,29,"A flock of sheep, including adults and lambs, grazes on a vibrant green hillside. The sheep, with creamy white wool and black faces, are seen in various states of repose and activity, some standing attentively, others reclining, and one engaging with a small black dog. The backdrop features a bare tree and a wooden gate, suggesting a pastoral setting. As time passes, the scene remains tranquil, with the sheep and lambs continuing their grazing, and the presence of the dog remains constant, adding a dynamic element to the peaceful rural landscape.","A fluffy, grey-brown sheep standing on grass.",human
000000000818_854929.mp4,2,174,347,29,"A black-faced ewe with a thick, light brown fleece and distinctive yellow ear tags stands alert in a sunlit field, accompanied by a white lamb with a contrasting black face and pink markings, grazing nearby. In the background, a group of five other sheep, including adults and lambs, graze peacefully, contributing to the pastoral tranquility. As time passes, the scene remains consistent, with the ewe and lamb grazing in the vibrant green field, surrounded by the peaceful grazing of other sheep, under the clear blue sky, emphasizing the serene and pastoral atmosphere of the farm.",A sheep grazing on grass.,human
000000000824_854945.mp4,1,0,249,25,"A monkey sits serenely on the grass, its fur a blend of golden brown and white. The scene is set in a natural, possibly wild habitat with a backdrop of trees and a clear blue sky. The monkey appears in a state of quiet contemplation, its gaze directed off to the side, and its posture relaxed yet poised. The surrounding area is a mix of green grass and autumn leaves, adding a seasonal touch to the tranquil setting. The monkey's thoughtful expression and the stillness of its surroundings evoke a sense of peaceful solitude.",A seated monkey with light brown fur.,human
000000000942_855202.mp4,2,100,349,25,"Five horses with coats ranging from dark brown to golden tan are seen peacefully grazing in a sunlit, lush green field. The scene is set against a backdrop of dense greenery and a clear blue sky, creating a serene and untouched natural environment. As time passes, the number of horses grazing in the field reduces to four, maintaining the tranquil and pastoral atmosphere. The horses, with coats of brown and tan, continue to graze, surrounded by the same serene setting, emphasizing the natural beauty and tranquility of the rural landscape.",A horse with a light brown body and black mane grazing on grass.,human
000000001074_855401.mp4,1,250,399,25,"A black cat with striking green eyes and perked ears is seen in a series of close-ups, its gaze fixed on the camera against a soft peach backdrop. The lighting accentuates the cat's sleek fur and expressive features, creating a serene yet alert atmosphere. The cat's large, round eyes and the texture of its fur are highlighted, with the background remaining blurred to emphasize the cat's presence. The consistent theme across the frames is the cat's alert and curious demeanor, with the soft lighting enhancing its features and the peach backdrop providing a calm contrast.","A black cat with upward-facing ears and wide, reflective eyes looking upward.",human
000000001103_855435.mp4,1,600,849,25,"Two golden monkeys are seen interacting within a snowy, wintry enclosure. Initially, one monkey is grooming itself while the other watches, both surrounded by wooden elements and snow. The scene is tranquil, with a glass barrier reflecting the bare trees outside. Moments later, the monkeys are shown in a more intimate setting, with one monkey cleaning its face and the other observing, against a backdrop of snow-covered logs and branches. Finally, the focus shifts to one monkey holding a piece of paper, possibly engaging in communication or play, while the other looks on, both surrounded by the serene, snowy environment.","A fluffy, reddish-brown dog facing away.",human
000000001307_855770.mp4,4,290,579,29,"A group of people, dressed in business casual attire and wearing VR headsets, are seated in an auditorium-like setting, engaged in a virtual reality experience. The scene is marked by a professional atmosphere, with individuals showing varying degrees of focus and immersion. The audience, including men in suits and women in professional wear, is connected to a system via cables, suggesting a structured event or exhibition. The environment is dark, with blue lighting enhancing the virtual reality experience. Over time, the group's attention remains captivated by the content on the screens, indicating a shared interest in the technology being showcased.","Person wearing a dark blue suit jacket, light checkered dress shirt, and a red conference lanyard with ID badge.",human
000000001749_856899.mp4,13,450,640,25,"A mother duck with a watchful gaze oversees her five ducklings on a grassy bank by a tranquil pond, reflecting the blue sky and white clouds. The ducklings, in brown and yellow feathers, are scattered around, some standing upright, others nestled among the greenery, all bathed in sunlight. As time passes, the scene remains peaceful, with the ducklings engaging in various activities, such as standing upright, peering into the distance, and resting, all under the soft glow of the sun, highlighting the natural beauty and serenity of the setting.","A brown duck with intricate feather patterns, seen from behind, with a green blade of grass in the foreground.",human
000000000011_852286.mp4,2,0,289,29,"A sailboat with a white sail, marked with the number '14', glides across a calm sea towards the horizon, where the sun sets, casting a golden glow. The sky transitions from blue to orange, with contrails from airplanes visible. As the boat continues, the scene shifts to show the sailboat with the number '21' on its sail, moving towards the setting sun. The sky is painted in soft blues and oranges, with the calm sea reflecting the fading light. A distant shoreline with buildings and trees is visible, suggesting a peaceful evening near a coastal town.",Sunset over the horizon with contrails and a distant airplane.,landscape
000000000040_852346.mp4,2,0,299,30,"Twilight descends over a tranquil lake, reflecting the sunset's vibrant oranges and yellows against the cool blues of the evening sky. The distant city lights begin to twinkle, signaling the transition from day to night. As dusk deepens, the sky transitions from deep blue to soft orange hues, with wispy clouds adding texture. The city's silhouette, with its lights beginning to sparkle, suggests the onset of evening. A bridge arches over the water, connecting the urban landscape to the natural one, while the absence of people or wildlife emphasizes the serene atmosphere.","A calm body of water with sparse vegetation, reflecting warm orange and yellow hues from the lighting.",landscape
000000000054_852368.mp4,1,173,346,23,"The video features a tranquil lake with a vast sky above, showcasing a mix of blue and white clouds. The mountains in the distance are illuminated by the sun's golden light, suggesting it's either early morning or late afternoon. The scene is peaceful and devoid of any human presence, with the only movement being the gentle ripples on the water's surface. The mountains' rugged peaks stand in stark contrast to the smooth lake surface, and the overall atmosphere is one of serene isolation.",Snow-capped mountains with a reflective body of water in the foreground.,landscape
000000000054_852368.mp4,1,0,172,23,"The video features a tranquil lake reflecting the sky's blue and white clouds, with the sun casting a golden glow on distant mountains. The mountains' rugged peaks are highlighted by the sunlight, creating a contrast with the dark sandy shore. The scene is peaceful and devoid of human presence, emphasizing the natural beauty and solitude of the landscape. The camera appears to be panning across the lake, capturing the changing light and the mountains' changing shadows.",Mountain range with snowy peaks and sunlit valleys reflected in a calm body of water.,landscape
000000000055_852370.mp4,4,933,1116,29,"The video features a traditional Tibetan monastery with a golden roof and red and orange accents, set against a mountainous landscape. The monastery's white walls are adorned with intricate wooden carvings and metal railings. Prayer flags in green, red, and blue flutter in the foreground, symbolizing the site's spiritual significance. The surrounding greenery and the absence of people create a peaceful atmosphere. As the video continues, the monastery's architecture, including its gilded roofs, ornate wooden balconies, and colorful prayer flags, is highlighted. The contrast between the man-made structure and the natural environment is emphasized, with the sky above painted in blue with wispy clouds.","Blue sky with white clouds, part of a traditional structure with golden roof details, a tall object with red and green vertical elements, and distant mountains.",landscape
000000000057_852376.mp4,15,1160,1348,29,"The video features a serene sunset over a frozen lake, with the sun casting a warm glow on the ice formations. The sky transitions from pink to purple, reflecting the calm waters. The scene is devoid of human activity, highlighting the natural beauty and stillness of the landscape. As the sun sets, the colors of the sky shift from pink to purple, and the ice formations, textured with ridges and grooves, are illuminated, creating a tranquil atmosphere. The watermark 'Ninike TV' appears in the corner, indicating the source of the footage.","Sunset scene with a bright sun near the horizon, casting pink and orange hues across the sky and thin clouds. Dark silhouette of distant land or trees beneath the sky.",landscape
000000000057_852376.mp4,1,59,289,29,"The video features a tranquil, frozen landscape at dusk, with icicles hanging from the rugged cliffs and a smooth expanse of ice covering the ground. The scene is set against a backdrop of a sunset with pink and orange hues, and the Chinese inscription 'bilibili' is visible, suggesting a connection to a media platform. As time passes, the colors of the sunset deepen, and the ice formations become more pronounced, with the inscription 'Bilibili' indicating the source. The overall atmosphere is one of serene beauty and stillness.",Frozen ice formations with a hint of sunlight.,landscape
000000000201_853879.mp4,3,92,229,23,"A narrow, unpaved dirt road winds through a lush tropical forest, leading to a pristine white sandy beach that meets the calm turquoise ocean under a vast blue sky with soft clouds. A solitary black vehicle is seen traversing this secluded path, emphasizing the tranquility and isolation of the natural landscape. The scene is bathed in bright sunlight, casting short shadows and highlighting the vivid colors of the environment, with no other human presence or structures visible, evoking a sense of peaceful solitude.",Dense green forest with a few visible palm trees along a coastline.,landscape
000000000430_854212.mp4,3,0,229,23,"The video features the Sydney Opera House at sunset, with its sail-like silhouette set against a sky transitioning from warm orange to cool blue. The serene harbor waters reflect the fading light, and a lone bird in flight adds a sense of movement to the tranquil scene. The surrounding cityscape, including the Harbour Bridge, is softly lit, enhancing the peaceful atmosphere. As time passes, the sky's gradient deepens, and the distant city lights begin to twinkle, suggesting the onset of night. The video captures the essence of a calm evening in one of the world's most iconic cities.",A calm body of water with gentle ripples and reflections.,landscape
000000000432_854215.mp4,1,230,459,23,"A drone captures a tranquil coastal scene with a sandy beach and calm sea, where boats are scattered and a solitary figure stands on the shore. The backdrop features distant mountains under an overcast sky, creating a serene atmosphere. As the drone moves, the scene includes a small island with lush greenery, a road running parallel to the water's edge, and a few people engaging in leisure activities. The landscape is a blend of natural beauty and human presence, with the overcast sky enhancing the peaceful mood.",Cloudy sky with overcast clouds and distant mountain silhouette.,landscape
000000000855_854996.mp4,2,696,891,29,"A solitary figure stands on a pebble-strewn beach at sunset, silhouetted against the setting sun. The calm sea reflects the golden light, with distant islets visible. The sky transitions from orange to blue, creating a serene atmosphere. The scene is marked by a sense of solitude and contemplation. Two seconds later, the figure remains on the beach, now with a black backpack and a white surfboard nearby, suggesting a recent or intended surf session. The tranquil sea and the sky's warm glow continue to enhance the peaceful mood.","Sunset with orange and yellow hues, silhouetted mountain landscape.",landscape
000000000859_855002.mp4,2,0,289,29,"A white lighthouse stands on a cliff, overlooking the blue sea and surrounded by greenery. A pathway leads to the lighthouse, with a red-roofed building nearby, suggesting a human presence. The scene includes a coastal town with buildings and wind turbines on a hill, under a partly cloudy sky. As time passes, the lighthouse remains a focal point, with the surrounding landscape featuring a mix of greenery and rocky outcrops. The calm sea gently brushes against the shore, and the town's buildings are nestled among rolling hills, with wind turbines on a distant hill, all under a serene sky.",Rocky coastline with waves crashing against the shore.,landscape
000000001126_855467.mp4,1,0,249,25,"A tranquil river meanders through a dense, verdant forest under a clear blue sky, with gentle ripples on its surface reflecting the sky and the surrounding foliage. The trees, displaying a mix of green and autumnal yellow leaves, suggest a seasonal transition. As the river flows, the water's surface mirrors the sky and the lush greenery, with no sign of wildlife or human activity, creating a serene and undisturbed natural scene. The consistent absence of any human presence or wildlife throughout the frames emphasizes the tranquility and untouched beauty of the environment.",A calm river with reflections of green foliage and a small section of yellow-orange vegetation.,landscape
000000000224_853917.mp4,3,100,349,25,"Two boats, a white inflatable rigid with a canopy and a gray rigid with a protective windshield, are moored side by side in tranquil turquoise waters under a clear blue sky. The white boat has a swim platform and safety railings, while the gray boat is equipped with a sturdy outboard motor. A solitary orange buoy floats near the gray boat, adding a splash of color to the serene maritime setting. In the distance, rolling hills and faint mountains create a picturesque backdrop, suggesting a peaceful day on the water.","Sea with sparkling water, horizon line, and an orange buoy.",random
000000000420_854190.mp4,1,200,349,25,"Twilight descends over a coastal town, transitioning from a serene blue to a warm orange sky. The town, perched on a rugged cliff, is illuminated by the soft glow of lights, with a castle-like structure overseeing the scene. Boats rest in the calm sea, and a pier extends into the water, suggesting leisure activities. The absence of people adds to the tranquility. As dusk deepens, the town's lights begin to shine, reflecting off the sea and the sky, with a solitary rock formation in the foreground and a pier stretching into the sea, where boats are moored, enhancing the peaceful atmosphere.",Silhouette of a cliff with buildings at sunset.,random
000000000656_854666.mp4,2,644,781,23,"A solitary boat with two people navigates the calm, azure waters near a rugged, sunlit islet. The islet's textured surface, a mix of beige and brown, contrasts with the deep blue sea. The scene is bathed in bright sunlight, casting sharp shadows and highlighting the natural beauty of the area. The boat's presence adds a sense of scale and human interaction to the vast, tranquil ocean.","Jagged rock formation with a textured surface, featuring cracks and shades of light brown and beige.",random
000000000668_854678.mp4,6,232,463,29,"Aerial footage showcases the rugged coastline where the deep blue sea meets jagged brown and tan rocks. Waves continuously crash against the shore, sending white foam into the air, highlighting the natural beauty and solitude of the landscape. The scene is devoid of human activity, emphasizing the untouched and dynamic nature of the coastal environment. The interplay of light and shadow across the rocks and water adds depth, with the clear sky enhancing the vivid colors and textures of the natural scene.","Rugged rock formation with reddish-brown and gray tones, featuring jagged edges and textured surfaces.",random
000000000787_854896.mp4,2,696,876,29,"A bird with striking red and brown plumage, including a distinctive red crown, is seen perched on a metal feeder in a garden setting. Initially, it is observed with its beak open, possibly feeding, against a backdrop of a wooden structure and natural greenery. As time passes, the bird, now with a red crown and pink underparts, continues to feed from the feeder, which is equipped with a clear seed compartment and a protective mesh top. The environment suggests a peaceful, natural habitat, likely during the colder months, with the bird's activity highlighted by the soft, natural light.","Metal structure with circular and rectangular cutouts, scuffed blue-green paint, and attached metal hooks.",random
000000000828_854955.mp4,2,290,579,29,"A grey squirrel is seen foraging on a tree trunk, its paws firmly planted as it peers into a hollowed-out section, illuminated by sunlight filtering through the leaves. The scene is set in a tranquil, natural environment, possibly a garden or woodland area, with a blurred backdrop of greenery. As time passes, the squirrel continues to forage, its sharp claws gripping the rough bark while it focuses intently on the tree's interior, suggesting a search for food or nesting material. The serene atmosphere is highlighted by the soft lighting and the squirrel's focused demeanor.",Tree bark with vertical cracks and peeling sections.,random
000000000891_855084.mp4,2,50,249,25,"A grey squirrel with a bushy tail and a mix of brown, white, and grey fur is seen standing alert on a weathered wooden fence, its front paws gripping the planks while it surveys its surroundings with keen eyes. The scene is set in a lush garden, with greenery and yellow flowers in the background, creating a vibrant contrast with the fence's muted tones. The soft lighting suggests it might be early morning or late afternoon, adding to the tranquil atmosphere. The squirrel's presence is highlighted by the sunlight, emphasizing the textures and colors of the environment.","Furry texture with a mix of brown, gray, and white fur.",random
000000000899_855101.mp4,2,0,299,30,"A solitary figure walks along a gravel path in a park, surrounded by lush greenery and white flowers, with a statue in the background. The person, dressed in a black jacket and blue jeans, appears contemplative. As they continue, the focus shifts to a cluster of white flowers with yellow centers, with the figure now blurred, suggesting movement. The scene is peaceful, with a clear blue sky and a classical statue adding historical depth. The figure, now in a black coat and blue jeans, walks with hands in pockets, the serene atmosphere highlighted by the vibrant greenery and the classical statue.",A dirt pathway surrounded by grass.,random
000000001114_855455.mp4,3,50,290,25,"The video features a serene coastal landscape with towering palm trees and lush greenery along the shore. The ocean's gentle waves lap against the sandy beach, and a cliff adorned with shrubs and small trees slopes down to the water. A faint outline of a city skyline is visible in the distance, suggesting a nearby urban area. The sky is a soft blue with wispy clouds, contributing to the tranquil atmosphere. As time passes, the scene remains largely unchanged, maintaining its peaceful and secluded ambiance.",Ocean waves near the coastline.,random
000000001405_855985.mp4,2,0,249,25,"A wooden pier extends into a placid lake, with the sun casting a radiant glow on the water's surface, creating a shimmering path towards the distant snow-capped mountains. The sky, a canvas of soft blue with wispy clouds, enhances the tranquility of the scene. As time passes, the gentle ripples on the water's surface and the presence of a solitary boat moored to the left side of the pier suggest a quiet moment of solitude. The surrounding landscape, framed by lush greenery and distant snow-capped mountains, evokes a sense of peaceful solitude and contemplation.",A wooden jetty extending into a calm body of water with gentle ripples and scattered reflections of light.,random
000000001620_856439.mp4,4,0,149,25,"A large white cylindrical structure is being constructed on a grassy field under a clear blue sky. Initially, a crane hoists the structure while workers in safety gear, including hard hats and high-visibility vests, are seen on scaffolding and the ground, with tools and materials scattered around. The scene is set against a backdrop of distant power lines and rolling hills. Two seconds later, the construction site shows the cylindrical structure being built on a gravel foundation, with workers in safety gear overseeing the process. The crane, with an orange sling, is ready to lift the structure, amidst a tranquil rural landscape with power lines stretching across rolling hills.",A vast green field with scattered patches of grass. A person wearing a white hat and dark clothing stands near a dirt path amid the field. Rocky terrain and a distant blue sky are visible in the background.,random
000000020366_4142302.mp4,1,290,579,29,"A man with a beard and mustache passionately sings into a microphone while playing an acoustic guitar. He is dressed in a blue dotted shirt, rolled up at the sleeves, and is deeply engaged in his performance. The warm stage lighting casts a cozy glow on him, emphasizing his emotional connection to the music. The intimate setting suggests a live concert atmosphere, with the man's focused expression and the detailed craftsmanship of his guitar, including a natural wood finish and six strings, being the focal points.","Two acoustic guitars with wooden bodies and strings, one with control knobs on its side.",objects
